lon,lat,probability
0,-90,3
0,-88,4
0,-87,5
0,-86,5
0,-85,5
0,-84,4
0,-83,4
0,-82,3
0,-81,3
0,-80,3
0,-79,2
0,-78,2
0,-77,2
0,-76,2
0,-75,1
0,-74,1
0,-73,1
0,-72,1
0,-71,1
0,-1,1
0,0,2
0,60,1
0,61,1
0,62,2
0,63,2
0,64,3
0,65,4
0,66,5
0,67,6
0,68,8
0,69,10
0,70,12
0,71,13
0,72,14
0,73,13
0,74,12
0,75,10
0,76,7
0,77,5
0,78,3
0,79,2
0,80,1
1,-90,3
1,-88,4
1,-87,5
1,-86,5
1,-85,5
1,-84,4
1,-83,4
1,-82,3
1,-81,3
1,-80,3
1,-79,2
1,-78,2
1,-77,2
1,-76,2
1,-75,1
1,-74,1
1,-73,1
1,-72,1
1,-71,1
1,-1,1
1,0,2
1,60,1
1,61,1
1,62,2
1,63,2
1,64,3
1,65,4
1,66,5
1,67,6
1,68,8
1,69,10
1,70,12
1,71,13
1,72,14
1,73,13
1,74,12
1,75,10
1,76,7
1,77,5
1,78,3
1,79,2
1,80,1
2,-90,3
2,-88,4
2,-87,5
2,-86,5
2,-85,5
2,-84,4
2,-83,4
2,-82,3
2,-81,3
2,-80,3
2,-79,2
2,-78,2
2,-77,2
2,-76,2
2,-75,2
2,-74,1
2,-73,1
2,-72,1
2,-71,1
2,-70,1
2,-1,1
2,0,2
2,60,1
2,61,1
2,62,2
2,63,2
2,64,3
2,65,4
2,66,5
2,67,6
2,68,8
2,69,10
2,70,12
2,71,13
2,72,14
2,73,14
2,74,12
2,75,10
2,76,7
2,77,5
2,78,3
2,79,2
2,80,1
2,81,1
3,-90,3
3,-88,4
3,-87,5
3,-86,5
3,-85,5
3,-84,4
3,-83,4
3,-82,3
3,-81,3
3,-80,3
3,-79,3
3,-78,2
3,-77,2
3,-76,2
3,-75,2
3,-74,1
3,-73,1
3,-72,1
3,-71,1
3,-70,1
3,-1,1
3,0,2
3,60,1
3,61,1
3,62,2
3,63,2
3,64,3
3,65,4
3,66,5
3,67,7
3,68,8
3,69,10
3,70,12
3,71,14
3,72,14
3,73,14
3,74,12
3,75,10
3,76,8
3,77,5
3,78,3
3,79,2
3,80,1
3,81,1
4,-90,3
4,-88,4
4,-87,5
4,-86,5
4,-85,5
4,-84,4
4,-83,4
4,-82,4
4,-81,3
4,-80,3
4,-79,3
4,-78,2
4,-77,2
4,-76,2
4,-75,2
4,-74,1
4,-73,1
4,-72,1
4,-71,1
4,-70,1
4,-1,1
4,0,2
4,60,1
4,61,1
4,62,2
4,63,2
4,64,3
4,65,4
4,66,5
4,67,7
4,68,8
4,69,10
4,70,12
4,71,14
4,72,14
4,73,14
4,74,12
4,75,10
4,76,8
4,77,5
4,78,3
4,79,2
4,80,1
4,81,1
5,-90,3
5,-88,4
5,-87,5
5,-86,5
5,-85,5
5,-84,4
5,-83,4
5,-82,4
5,-81,3
5,-80,3
5,-79,3
5,-78,2
5,-77,2
5,-76,2
5,-75,2
5,-74,2
5,-73,1
5,-72,1
5,-71,1
5,-70,1
5,-69,1
5,-1,1
5,0,2
5,60,1
5,61,1
5,62,2
5,63,2
5,64,3
5,65,4
5,66,5
5,67,7
5,68,8
5,69,10
5,70,12
5,71,14
5,72,14
5,73,14
5,74,12
5,75,10
5,76,8
5,77,5
5,78,4
5,79,2
5,80,1
5,81,1
6,-90,3
6,-88,4
6,-87,5
6,-86,5
6,-85,5
6,-84,5
6,-83,4
6,-82,4
6,-81,3
6,-80,3
6,-79,3
6,-78,3
6,-77,2
6,-76,2
6,-75,2
6,-74,2
6,-73,1
6,-72,1
6,-71,1
6,-70,1
6,-69,1
6,-1,1
6,0,2
6,60,1
6,61,1
6,62,2
6,63,2
6,64,3
6,65,4
6,66,5
6,67,7
6,68,9
6,69,11
6,70,12
6,71,14
6,72,15
6,73,14
6,74,13
6,75,10
6,76,8
6,77,6
6,78,4
6,79,2
6,80,1
6,81,1
7,-90,3
7,-88,4
7,-87,5
7,-86,5
7,-85,5
7,-84,5
7,-83,4
7,-82,4
7,-81,3
7,-80,3
7,-79,3
7,-78,3
7,-77,2
7,-76,2
7,-75,2
7,-74,2
7,-73,1
7,-72,1
7,-71,1
7,-70,1
7,-69,1
7,-1,1
7,0,2
7,59,1
7,60,1
7,61,1
7,62,2
7,63,2
7,64,3
7,65,4
7,66,5
7,67,7
7,68,9
7,69,11
7,70,13
7,71,14
7,72,15
7,73,14
7,74,13
7,75,10
7,76,8
7,77,6
7,78,4
7,79,2
7,80,1
7,81,1
8,-90,3
8,-88,4
8,-87,5
8,-86,5
8,-85,5
8,-84,5
8,-83,4
8,-82,4
8,-81,4
8,-80,3
8,-79,3
8,-78,3
8,-77,2
8,-76,2
8,-75,2
8,-74,2
8,-73,2
8,-72,1
8,-71,1
8,-70,1
8,-69,1
8,-68,1
8,-1,1
8,0,2
8,59,1
8,60,1
8,61,1
8,62,2
8,63,2
8,64,3
8,65,4
8,66,5
8,67,7
8,68,9
8,69,11
8,70,13
8,71,14
8,72,15
8,73,14
8,74,13
8,75,11
8,76,8
8,77,6
8,78,4
8,79,2
8,80,1
8,81,1
9,-90,3
9,-88,4
9,-87,5
9,-86,5
9,-85,5
9,-84,5
9,-83,4
9,-82,4
9,-81,4
9,-80,3
9,-79,3
9,-78,3
9,-77,3
9,-76,2
9,-75,2
9,-74,2
9,-73,2
9,-72,1
9,-71,1
9,-70,1
9,-69,1
9,-68,1
9,-1,1
9,0,2
9,59,1
9,60,1
9,61,1
9,62,2
9,63,2
9,64,3
9,65,4
9,66,5
9,67,7
9,68,9
9,69,11
9,70,13
9,71,14
9,72,15
9,73,14
9,74,13
9,75,11
9,76,8
9,77,6
9,78,4
9,79,2
9,80,1
9,81,1
10,-90,3
10,-88,4
10,-87,5
10,-86,5
10,-85,5
10,-84,5
10,-83,4
10,-82,4
10,-81,4
10,-80,3
10,-79,3
10,-78,3
10,-77,3
10,-76,2
10,-75,2
10,-74,2
10,-73,2
10,-72,1
10,-71,1
10,-70,1
10,-69,1
10,-68,1
10,-1,1
10,0,2
10,59,1
10,60,1
10,61,1
10,62,2
10,63,2
10,64,3
10,65,4
10,66,5
10,67,7
10,68,9
10,69,11
10,70,13
10,71,14
10,72,15
10,73,15
10,74,13
10,75,11
10,76,8
10,77,6
10,78,4
10,79,2
10,80,1
10,81,1
11,-90,3
11,-88,5
11,-87,5
11,-86,5
11,-85,5
11,-84,5
11,-83,5
11,-82,4
11,-81,4
11,-80,4
11,-79,3
11,-78,3
11,-77,3
11,-76,2
11,-75,2
11,-74,2
11,-73,2
11,-72,2
11,-71,1
11,-70,1
11,-69,1
11,-68,1
11,-67,1
11,-1,1
11,0,2
11,59,1
11,60,1
11,61,1
11,62,2
11,63,3
11,64,3
11,65,4
11,66,6
11,67,7
11,68,9
11,69,11
11,70,13
11,71,15
11,72,15
11,73,15
11,74,13
11,75,11
11,76,8
11,77,6
11,78,4
11,79,2
11,80,1
11,81,1
12,-90,3
12,-88,5
12,-87,5
12,-86,5
12,-85,5
12,-84,5
12,-83,5
12,-82,4
12,-81,4
12,-80,4
12,-79,3
12,-78,3
12,-77,3
12,-76,3
12,-75,2
12,-74,2
12,-73,2
12,-72,2
12,-71,1
12,-70,1
12,-69,1
12,-68,1
12,-67,1
12,-1,1
12,0,2
12,59,1
12,60,1
12,61,1
12,62,2
12,63,3
12,64,3
12,65,4
12,66,6
12,67,7
12,68,9
12,69,11
12,70,13
12,71,15
12,72,15
12,73,15
12,74,13
12,75,11
12,76,9
12,77,6
12,78,4
12,79,2
12,80,1
12,81,1
13,-90,3
13,-88,5
13,-87,5
13,-86,5
13,-85,5
13,-84,5
13,-83,5
13,-82,4
13,-81,4
13,-80,4
13,-79,3
13,-78,3
13,-77,3
13,-76,3
13,-75,2
13,-74,2
13,-73,2
13,-72,2
13,-71,2
13,-70,1
13,-69,1
13,-68,1
13,-67,1
13,-66,1
13,-1,1
13,0,2
13,59,1
13,60,1
13,61,1
13,62,2
13,63,3
13,64,3
13,65,4
13,66,6
13,67,7
13,68,9
13,69,11
13,70,13
13,71,15
13,72,15
13,73,15
13,74,13
13,75,11
13,76,9
13,77,6
13,78,4
13,79,3
13,80,1
13,81,1
14,-90,3
14,-88,5
14,-87,5
14,-86,5
14,-85,5
14,-84,5
14,-83,5
14,-82,5
14,-81,4
14,-80,4
14,-79,4
14,-78,3
14,-77,3
14,-76,3
14,-75,3
14,-74,2
14,-73,2
14,-72,2
14,-71,2
14,-70,1
14,-69,1
14,-68,1
14,-67,1
14,-66,1
14,-1,1
14,0,2
14,59,1
14,60,1
14,61,1
14,62,2
14,63,3
14,64,3
14,65,4
14,66,6
14,67,7
14,68,9
14,69,11
14,70,13
14,71,15
14,72,16
14,73,15
14,74,14
14,75,11
14,76,9
14,77,6
14,78,4
14,79,3
14,80,1
14,81,1
15,-90,3
15,-88,5
15,-87,5
15,-86,6
15,-85,5
15,-84,5
15,-83,5
15,-82,5
15,-81,4
15,-80,4
15,-79,4
15,-78,3
15,-77,3
15,-76,3
15,-75,3
15,-74,2
15,-73,2
15,-72,2
15,-71,2
15,-70,2
15,-69,1
15,-68,1
15,-67,1
15,-66,1
15,-1,1
15,0,2
15,59,1
15,60,1
15,61,1
15,62,2
15,63,3
15,64,3
15,65,4
15,66,6
15,67,7
15,68,9
15,69,12
15,70,14
15,71,15
15,72,16
15,73,15
15,74,14
15,75,11
15,76,9
15,77,6
15,78,4
15,79,3
15,80,1
15,81,1
16,-90,3
16,-88,5
16,-87,5
16,-86,6
16,-85,6
16,-84,5
16,-83,5
16,-82,5
16,-81,4
16,-80,4
16,-79,4
16,-78,4
16,-77,3
16,-76,3
16,-75,3
16,-74,2
16,-73,2
16,-72,2
16,-71,2
16,-70,2
16,-69,1
16,-68,1
16,-67,1
16,-66,1
16,-65,1
16,-1,1
16,0,2
16,59,1
16,60,1
16,61,1
16,62,2
16,63,3
16,64,3
16,65,5
16,66,6
16,67,8
16,68,10
16,69,12
16,70,14
16,71,15
16,72,16
16,73,15
16,74,14
16,75,12
16,76,9
16,77,6
16,78,4
16,79,3
16,80,2
16,81,1
17,-90,3
17,-88,5
17,-87,5
17,-86,6
17,-85,6
17,-84,5
17,-83,5
17,-82,5
17,-81,5
17,-80,4
17,-79,4
17,-78,4
17,-77,3
17,-76,3
17,-75,3
17,-74,3
17,-73,2
17,-72,2
17,-71,2
17,-70,2
17,-69,1
17,-68,1
17,-67,1
17,-66,1
17,-65,1
17,-1,1
17,0,2
17,59,1
17,60,1
17,61,1
17,62,2
17,63,3
17,64,4
17,65,5
17,66,6
17,67,8
17,68,10
17,69,12
17,70,14
17,71,15
17,72,16
17,73,16
17,74,14
17,75,12
17,76,9
17,77,6
17,78,4
17,79,3
17,80,2
17,81,1
18,-90,3
18,-88,5
18,-87,5
18,-86,6
18,-85,6
18,-84,6
18,-83,5
18,-82,5
18,-81,5
18,-80,4
18,-79,4
18,-78,4
18,-77,4
18,-76,3
18,-75,3
18,-74,3
18,-73,2
18,-72,2
18,-71,2
18,-70,2
18,-69,2
18,-68,1
18,-67,1
18,-66,1
18,-65,1
18,-64,1
18,-1,1
18,0,2
18,59,1
18,60,1
18,61,2
18,62,2
18,63,3
18,64,4
18,65,5
18,66,6
18,67,8
18,68,10
18,69,12
18,70,14
18,71,16
18,72,16
18,73,16
18,74,14
18,75,12
18,76,9
18,77,7
18,78,4
18,79,3
18,80,2
18,81,1
19,-90,3
19,-88,5
19,-87,5
19,-86,6
19,-85,6
19,-84,6
19,-83,5
19,-82,5
19,-81,5
19,-80,5
19,-79,4
19,-78,4
19,-77,4
19,-76,3
19,-75,3
19,-74,3
19,-73,3
19,-72,2
19,-71,2
19,-70,2
19,-69,2
19,-68,1
19,-67,1
19,-66,1
19,-65,1
19,-64,1
19,-1,1
19,0,2
19,59,1
19,60,1
19,61,2
19,62,2
19,63,3
19,64,4
19,65,5
19,66,6
19,67,8
19,68,10
19,69,12
19,70,14
19,71,16
19,72,16
19,73,16
19,74,14
19,75,12
19,76,9
19,77,7
19,78,4
19,79,3
19,80,2
19,81,1
20,-90,4
20,-88,5
20,-87,5
20,-86,6
20,-85,6
20,-84,6
20,-83,6
20,-82,5
20,-81,5
20,-80,5
20,-79,4
20,-78,4
20,-77,4
20,-76,4
20,-75,3
20,-74,3
20,-73,3
20,-72,2
20,-71,2
20,-70,2
20,-69,2
20,-68,2
20,-67,1
20,-66,1
20,-65,1
20,-64,1
20,-63,1
20,-1,1
20,0,2
20,59,1
20,60,1
20,61,2
20,62,2
20,63,3
20,64,4
20,65,5
20,66,6
20,67,8
20,68,10
20,69,12
20,70,14
20,71,16
20,72,17
20,73,16
20,74,14
20,75,12
20,76,9
20,77,7
20,78,4
20,79,3
20,80,2
20,81,1
21,-90,4
21,-88,5
21,-87,5
21,-86,6
21,-85,6
21,-84,6
21,-83,6
21,-82,5
21,-81,5
21,-80,5
21,-79,5
21,-78,4
21,-77,4
21,-76,4
21,-75,3
21,-74,3
21,-73,3
21,-72,3
21,-71,2
21,-70,2
21,-69,2
21,-68,2
21,-67,1
21,-66,1
21,-65,1
21,-64,1
21,-63,1
21,-1,1
21,0,2
21,59,1
21,60,1
21,61,2
21,62,2
21,63,3
21,64,4
21,65,5
21,66,6
21,67,8
21,68,10
21,69,12
21,70,15
21,71,16
21,72,17
21,73,16
21,74,14
21,75,12
21,76,9
21,77,7
21,78,5
21,79,3
21,80,2
21,81,1
22,-90,4
22,-88,5
22,-87,5
22,-86,6
22,-85,6
22,-84,6
22,-83,6
22,-82,6
22,-81,5
22,-80,5
22,-79,5
22,-78,4
22,-77,4
22,-76,4
22,-75,4
22,-74,3
22,-73,3
22,-72,3
22,-71,2
22,-70,2
22,-69,2
22,-68,2
22,-67,2
22,-66,1
22,-65,1
22,-64,1
22,-63,1
22,-1,1
22,0,2
22,59,1
22,60,1
22,61,2
22,62,2
22,63,3
22,64,4
22,65,5
22,66,6
22,67,8
22,68,10
22,69,13
22,70,15
22,71,16
22,72,17
22,73,16
22,74,15
22,75,12
22,76,9
22,77,7
22,78,5
22,79,3
22,80,2
22,81,1
23,-90,4
23,-88,5
23,-87,6
23,-86,6
23,-85,6
23,-84,6
23,-83,6
23,-82,6
23,-81,6
23,-80,5
23,-79,5
23,-78,5
23,-77,4
23,-76,4
23,-75,4
23,-74,3
23,-73,3
23,-72,3
23,-71,3
23,-70,2
23,-69,2
23,-68,2
23,-67,2
23,-66,1
23,-65,1
23,-64,1
23,-63,1
23,-62,1
23,-1,1
23,0,2
23,59,1
23,60,1
23,61,2
23,62,2
23,63,3
23,64,4
23,65,5
23,66,6
23,67,8
23,68,10
23,69,13
23,70,15
23,71,16
23,72,17
23,73,16
23,74,15
23,75,12
23,76,10
23,77,7
23,78,5
23,79,3
23,80,2
23,81,1
24,-90,4
24,-88,5
24,-87,6
24,-86,6
24,-85,6
24,-84,6
24,-83,6
24,-82,6
24,-81,6
24,-80,5
24,-79,5
24,-78,5
24,-77,5
24,-76,4
24,-75,4
24,-74,4
24,-73,3
24,-72,3
24,-71,3
24,-70,2
24,-69,2
24,-68,2
24,-67,2
24,-66,2
24,-65,1
24,-64,1
24,-63,1
24,-62,1
24,-1,1
24,0,2
24,59,1
24,60,1
24,61,2
24,62,2
24,63,3
24,64,4
24,65,5
24,66,6
24,67,8
24,68,11
24,69,13
24,70,15
24,71,17
24,72,17
24,73,17
24,74,15
24,75,12
24,76,10
24,77,7
24,78,5
24,79,3
24,80,2
24,81,1
25,-90,4
25,-88,5
25,-87,6
25,-86,6
25,-85,6
25,-84,6
25,-83,6
25,-82,6
25,-81,6
25,-80,6
25,-79,5
25,-78,5
25,-77,5
25,-76,4
25,-75,4
25,-74,4
25,-73,3
25,-72,3
25,-71,3
25,-70,3
25,-69,2
25,-68,2
25,-67,2
25,-66,2
25,-65,1
25,-64,1
25,-63,1
25,-62,1
25,-61,1
25,-1,1
25,0,2
25,59,1
25,60,1
25,61,2
25,62,2
25,63,3
25,64,4
25,65,5
25,66,7
25,67,8
25,68,11
25,69,13
25,70,15
25,71,17
25,72,17
25,73,17
25,74,15
25,75,13
25,76,10
25,77,7
25,78,5
25,79,3
25,80,2
25,81,1
26,-90,4
26,-88,5
26,-87,6
26,-86,6
26,-85,6
26,-84,6
26,-83,6
26,-82,6
26,-81,6
26,-80,6
26,-79,6
26,-78,5
26,-77,5
26,-76,5
26,-75,4
26,-74,4
26,-73,4
26,-72,3
26,-71,3
26,-70,3
26,-69,2
26,-68,2
26,-67,2
26,-66,2
26,-65,2
26,-64,1
26,-63,1
26,-62,1
26,-61,1
26,-1,1
26,0,2
26,59,1
26,60,1
26,61,2
26,62,2
26,63,3
26,64,4
26,65,5
26,66,7
26,67,9
26,68,11
26,69,13
26,70,15
26,71,17
26,72,18
26,73,17
26,74,15
26,75,13
26,76,10
26,77,7
26,78,5
26,79,3
26,80,2
26,81,1
27,-90,4
27,-88,5
27,-87,6
27,-86,6
27,-85,6
27,-84,6
27,-83,6
27,-82,6
27,-81,6
27,-80,6
27,-79,6
27,-78,5
27,-77,5
27,-76,5
27,-75,4
27,-74,4
27,-73,4
27,-72,3
27,-71,3
27,-70,3
27,-69,3
27,-68,2
27,-67,2
27,-66,2
27,-65,2
27,-64,1
27,-63,1
27,-62,1
27,-61,1
27,-60,1
27,-1,1
27,0,2
27,59,1
27,60,1
27,61,2
27,62,2
27,63,3
27,64,4
27,65,5
27,66,7
27,67,9
27,68,11
27,69,13
27,70,16
27,71,17
27,72,18
27,73,17
27,74,15
27,75,13
27,76,10
27,77,7
27,78,5
27,79,3
27,80,2
27,81,1
27,82,1
28,-90,4
28,-88,5
28,-87,6
28,-86,6
28,-85,6
28,-84,6
28,-83,6
28,-82,6
28,-81,6
28,-80,6
28,-79,6
28,-78,6
28,-77,5
28,-76,5
28,-75,5
28,-74,4
28,-73,4
28,-72,4
28,-71,3
28,-70,3
28,-69,3
28,-68,3
28,-67,2
28,-66,2
28,-65,2
28,-64,2
28,-63,1
28,-62,1
28,-61,1
28,-60,1
28,-1,1
28,0,2
28,59,1
28,60,1
28,61,2
28,62,2
28,63,3
28,64,4
28,65,5
28,66,7
28,67,9
28,68,11
28,69,14
28,70,16
28,71,17
28,72,18
28,73,17
28,74,15
28,75,13
28,76,10
28,77,7
28,78,5
28,79,3
28,80,2
28,81,1
28,82,1
29,-90,4
29,-88,5
29,-87,6
29,-86,6
29,-85,6
29,-84,7
29,-83,7
29,-82,7
29,-81,7
29,-80,6
29,-79,6
29,-78,6
29,-77,6
29,-76,5
29,-75,5
29,-74,5
29,-73,4
29,-72,4
29,-71,3
29,-70,3
29,-69,3
29,-68,3
29,-67,2
29,-66,2
29,-65,2
29,-64,2
29,-63,1
29,-62,1
29,-61,1
29,-60,1
29,-59,1
29,-1,1
29,0,2
29,59,1
29,60,1
29,61,2
29,62,2
29,63,3
29,64,4
29,65,5
29,66,7
29,67,9
29,68,11
29,69,14
29,70,16
29,71,18
29,72,18
29,73,17
29,74,16
29,75,13
29,76,10
29,77,7
29,78,5
29,79,3
29,80,2
29,81,1
29,82,1
30,-90,4
30,-88,5
30,-87,6
30,-86,6
30,-85,6
30,-84,7
30,-83,7
30,-82,7
30,-81,7
30,-80,7
30,-79,6
30,-78,6
30,-77,6
30,-76,6
30,-75,5
30,-74,5
30,-73,4
30,-72,4
30,-71,4
30,-70,3
30,-69,3
30,-68,3
30,-67,3
30,-66,2
30,-65,2
30,-64,2
30,-63,2
30,-62,1
30,-61,1
30,-60,1
